order,node_id_1based,x,y,next_node_id_1based
743,246,12850.0,86533.3333,1461
744,1461,12850.0,86533.3333,612
745,612,12850.0,86516.6667,2654
746,2654,12850.0,86500.0,2737
747,2737,12833.3333,86516.6667,979
748,979,12816.6667,86483.3333,1718
749,1718,12833.3333,86466.6667,1388
750,1388,12833.3333,86466.6667,2626
751,2626,12850.0,86450.0,1883
752,1883,12866.6667,86433.3333,1886
753,1886,12883.3333,86433.3333,2576
754,2576,12883.3333,86466.6667,176
755,176,12883.3333,86466.6667,1259
756,1259,12883.3333,86466.6667,1785
757,1785,12900.0,86466.6667,961
758,961,12933.8889,86462.7778,1531
759,1531,12950.0,86466.6667,3183
760,3183,12983.3333,86483.3333,3184
761,3184,12983.3333,86483.3333,2803
762,2803,12983.3333,86483.3333,1306
763,1306,13000.0,86483.3333,1308
764,1308,13000.0,86483.3333,1138
765,1138,13066.6667,86450.0,2520
766,2520,13066.6667,86450.0,1329
767,1329,13083.3333,86450.0,2594
768,2594,13083.3333,86450.0,996
769,996,13133.3333,86450.0,1148
770,1148,13083.3333,86400.0,1147
771,1147,13083.3333,86400.0,1851
772,1851,13083.3333,86400.0,2537
773,2537,13050.0,86383.3333,2327
774,2327,13083.3333,86350.0,641
775,641,13116.6667,86333.3333,2041
776,2041,13133.3333,86300.0,2195
777,2195,13133.3333,86333.3333,1755
778,1755,13183.3333,86366.6667,2868
779,2868,13283.3333,86333.3333,2750
780,2750,13283.3333,86333.3333,768
781,768,13233.3333,86300.0,138
782,138,13233.3333,86300.0,2471
783,2471,13233.3333,86283.3333,997
784,997,13233.3333,86283.3333,1669
785,1669,13200.0,86233.3333,1016
786,1016,13200.0,86233.3333,1327
787,1327,13150.0,86233.3333,2192
788,2192,13116.6667,86216.6667,1572
789,1572,13100.0,86166.6667,17
790,17,13116.6667,86166.6667,3004
791,3004,13116.6667,86166.6667,2284
792,2284,13150.0,86183.3333,1939
793,1939,13150.0,86183.3333,396
794,396,13150.0,86183.3333,2972
795,2972,13183.3333,86166.6667,2007
796,2007,13183.3333,86166.6667,2452
797,2452,13216.6667,86183.3333,621
798,621,13216.6667,86116.6667,977
799,977,13200.0,86100.0,2597
800,2597,13216.6667,86050.0,1358
801,1358,13216.6667,86050.0,21
802,21,13183.3333,86033.3333,242
803,242,13150.0,86066.6667,832
804,832,13150.0,86066.6667,345
805,345,13150.0,86100.0,693
806,693,13133.3333,86100.0,971
807,971,13083.3333,86100.0,1565
808,1565,13066.6667,86133.3333,1462
809,1462,13066.6667,86133.3333,1604
810,1604,13033.3333,86166.6667,1104
811,1104,12950.0,86166.6667,812
812,812,12931.9444,86195.2778,443
813,443,12900.0,86200.0,2770
814,2770,12900.0,86233.3333,3136
815,3136,12900.0,86233.3333,939
816,939,12883.3333,86233.3333,2158
817,2158,12866.6667,86200.0,2621
818,2621,12866.6667,86200.0,2172
819,2172,12866.6667,86200.0,1737
820,1737,12838.6111,86217.5,940
821,940,12816.6667,86233.3333,1641
822,1641,12800.0,86266.6667,608
823,608,12816.6667,86283.3333,1578
824,1578,12833.3333,86266.6667,1430
825,1430,12850.0,86266.6667,1940
826,1940,12883.3333,86283.3333,2230
827,2230,12900.0,86283.3333,2641
828,2641,12900.0,86283.3333,1599
829,1599,12900.0,86316.6667,2834
830,2834,12916.6667,86316.6667,670
831,670,12933.0556,86348.6111,1654
832,1654,12966.6667,86366.6667,1917
833,1917,12966.6667,86333.3333,1802
834,1802,12983.3333,86316.6667,1744
835,1744,12983.3333,86300.0,2628
836,2628,12966.6667,86300.0,1695
837,1695,12933.3333,86266.6667,2811
838,2811,12950.0,86266.6667,1646
839,1646,12969.4444,86236.6667,220
840,220,12969.4444,86236.6667,1395
841,1395,13000.0,86250.0,3176
842,3176,13033.3333,86233.3333,2040
843,2040,13033.3333,86233.3333,3201
844,3201,13050.0,86250.0,3147
845,3147,13050.0,86250.0,2794
846,2794,13050.0,86250.0,1332
847,1332,13066.6667,86283.3333,2341
848,2341,13050.0,86283.3333,2681
849,2681,13050.0,86283.3333,2339
850,2339,13050.0,86283.3333,1529
851,1529,13050.0,86283.3333,1916
852,1916,13050.0,86300.0,1933
853,1933,13050.0,86300.0,1915
854,1915,13050.0,86300.0,1571
855,1571,13033.3333,86300.0,135
856,135,13016.6667,86316.6667,557
857,557,13016.6667,86316.6667,2572
858,2572,13016.6667,86333.3333,2328
859,2328,13016.6667,86350.0,1103
860,1103,13000.0,86400.0,1508
861,1508,12966.6667,86433.3333,1216
862,1216,12900.0,86400.0,1924
863,1924,12866.6667,86383.3333,567
864,567,12883.3333,86350.0,1510
865,1510,12866.6667,86333.3333,2592
866,2592,12833.3333,86350.0,2280
867,2280,12833.3333,86316.6667,2473
868,2473,12816.6667,86316.6667,604
869,604,12816.6667,86316.6667,2423
870,2423,12800.0,86300.0,3436
871,3436,12766.6667,86283.3333,1372
872,1372,12748.8889,86302.5,1926
873,1926,12748.8889,86302.5,1996
874,1996,12748.8889,86302.5,3251
875,3251,12733.3333,86316.6667,1256
876,1256,12766.6667,86350.0,2573
877,2573,12766.6667,86350.0,445
878,445,12801.1111,86370.5556,442
879,442,12801.1111,86370.5556,465
880,465,12800.0,86400.0,2720
881,2720,12833.3333,86400.0,2526
882,2526,12833.3333,86416.6667,1159
883,1159,12833.3333,86416.6667,330
884,330,12833.3333,86416.6667,3231
885,3231,12800.0,86433.3333,643
886,643,12783.3333,86433.3333,688
887,688,12783.3333,86483.3333,499
888,499,12766.6667,86533.3333,2276
889,2276,12750.0,86566.6667,2278
890,2278,12750.0,86566.6667,2659
891,2659,12750.0,86566.6667,2567
892,2567,12783.3333,86600.0,1117
893,1117,12750.0,86616.6667,93
894,93,12733.3333,86616.6667,2863
895,2863,12716.6667,86650.0,2053
896,2053,12683.3333,86633.3333,2171
897,2171,12683.3333,86600.0,1023
898,1023,12700.0,86566.6667,1814
899,1814,12674.4444,86570.8333,3138
900,3138,12666.6667,86583.3333,3122
901,3122,12666.6667,86583.3333,290
902,290,12616.6667,86616.6667,248
903,248,12616.6667,86616.6667,226
904,226,12616.6667,86616.6667,2415
905,2415,12566.6667,86600.0,3311
906,3311,12566.6667,86600.0,272
907,272,12566.6667,86600.0,1874
908,1874,12566.6667,86600.0,450
909,450,12550.0,86600.0,451
910,451,12516.6667,86616.6667,981
911,981,12500.0,86600.0,1682
912,1682,12516.6667,86600.0,1956
913,1956,12541.1111,86579.4444,3102
914,3102,12541.1111,86579.4444,569
915,569,12516.6667,86550.0,1460
916,1460,12516.6667,86533.3333,894
917,894,12533.3333,86550.0,3314
918,3314,12544.4444,86546.6667,294
919,294,12544.4444,86546.6667,516
920,516,12566.6667,86533.3333,3114
921,3114,12583.3333,86516.6667,2680
922,2680,12583.3333,86516.6667,3489
923,3489,12586.6667,86505.5556,528
924,528,12600.0,86500.0,3118
925,3118,12616.6667,86533.3333,886
926,886,12616.6667,86533.3333,2751
927,2751,12600.0,86550.0,3116
928,3116,12600.0,86550.0,3488
929,3488,12613.0556,86557.2222,3104
930,3104,12632.2222,86543.6111,3486
931,3486,12632.2222,86543.6111,3487
932,3487,12632.2222,86543.6111,2048
933,2048,12632.2222,86543.6111,424
934,424,12650.0,86533.3333,2178
935,2178,12666.6667,86533.3333,1532
936,1532,12683.3333,86516.6667,1663
937,1663,12683.3333,86483.3333,1887
938,1887,12700.0,86516.6667,446
939,446,12716.6667,86516.6667,2063
940,2063,12733.3333,86516.6667,2942
941,2942,12733.3333,86483.3333,3196
942,3196,12733.3333,86450.0,910
943,910,12750.0,86450.0,2759
944,2759,12750.0,86416.6667,2657
945,2657,12750.0,86400.0,3481
946,3481,12727.2222,86380.8333,2633
947,2633,12727.2222,86380.8333,2177
948,2177,12727.2222,86380.8333,2174
949,2174,12727.2222,86380.8333,1925
950,1925,12727.2222,86380.8333,273
951,273,12683.3333,86350.0,2393
952,2393,12700.0,86316.6667,2771
953,2771,12716.6667,86300.0,2773
954,2773,12716.6667,86300.0,3134
955,3134,12716.6667,86300.0,3137
956,3137,12716.6667,86300.0,2835
957,2835,12700.0,86283.3333,3449
958,3449,12666.6667,86283.3333,3123
959,3123,12650.0,86283.3333,672
960,672,12616.6667,86300.0,2579
961,2579,12583.3333,86300.0,3112
962,3112,12566.6667,86316.6667,2615
963,2615,12566.6667,86316.6667,1639
964,1639,12566.6667,86316.6667,904
965,904,12566.6667,86283.3333,141
966,141,12516.6667,86283.3333,331
967,331,12500.0,86233.3333,795
968,795,12533.6111,86227.7778,3079
969,3079,12533.6111,86227.7778,287
970,287,12550.0,86216.6667,286
971,286,12550.0,86216.6667,131
972,131,12550.0,86216.6667,3091
973,3091,12566.6667,86183.3333,1647
974,1647,12566.6667,86183.3333,1637
975,1637,12566.6667,86216.6667,1024
976,1024,12600.0,86233.3333,1670
977,1670,12600.0,86233.3333,3092
978,3092,12600.0,86233.3333,2584
979,2584,12616.6667,86233.3333,1290
980,1290,12616.6667,86233.3333,3247
981,3247,12633.3333,86233.3333,3242
982,3242,12633.3333,86233.3333,172
983,172,12633.3333,86233.3333,3113
984,3113,12633.3333,86250.0,2651
985,2651,12633.3333,86250.0,2259
986,2259,12633.3333,86250.0,2258
987,2258,12633.3333,86250.0,219
988,219,12666.6667,86233.3333,175
989,175,12666.6667,86233.3333,165
990,165,12650.0,86200.0,171
991,171,12666.6667,86183.3333,1444
992,1444,12683.3333,86200.0,2714
993,2714,12683.3333,86216.6667,866
994,866,12716.6667,86233.3333,2589
995,2589,12733.3333,86250.0,1795
996,1795,12733.3333,86216.6667,3124
997,3124,12733.3333,86216.6667,2647
998,2647,12766.6667,86200.0,1841
999,1841,12750.0,86183.3333,1825
1000,1825,12733.3333,86183.3333,225
1001,225,12700.0,86150.0,224
1002,224,12700.0,86150.0,2003
1003,2003,12700.0,86150.0,488
1004,488,12666.6667,86150.0,3093
1005,3093,12628.8889,86135.5556,1701
1006,1701,12628.8889,86135.5556,328
1007,328,12600.0,86150.0,3075
1008,3075,12600.0,86150.0,1745
1009,1745,12583.3333,86133.3333,3095
1010,3095,12583.3333,86133.3333,3106
1011,3106,12583.3333,86100.0,2414
1012,2414,12583.3333,86100.0,1080
1013,1080,12601.3889,86042.7778,3458
1014,3458,12612.5,86006.3889,3459
1015,3459,12634.7222,86012.5,1681
1016,1681,12633.3333,86016.6667,162
1017,162,12650.0,86033.3333,560
1018,560,12666.6667,86050.0,2779
1019,2779,12633.3333,86066.6667,3140
1020,3140,12633.3333,86066.6667,143
1021,143,12650.0,86100.0,1544
1022,1544,12669.1667,86091.1111,1803
1023,1803,12669.1667,86091.1111,1804
1024,1804,12669.1667,86091.1111,3480
1025,3480,12669.1667,86091.1111,3197
1026,3197,12669.1667,86091.1111,1741
1027,1741,12700.0,86100.0,2426
1028,2426,12716.6667,86116.6667,1378
1029,1378,12730.5556,86125.0,3026
1030,3026,12730.5556,86125.0,2897
1031,2897,12730.5556,86125.0,1636
1032,1636,12750.0,86133.3333,2625
1033,2625,12766.6667,86133.3333,2360
1034,2360,12775.5556,86147.7778,2882
1035,2882,12797.7778,86146.3889,1045
1036,1045,12816.6667,86183.3333,2539
1037,2539,12833.3333,86166.6667,1195
1038,1195,12866.6667,86150.0,661
1039,661,12900.0,86116.6667,2011
1040,2011,12900.0,86116.6667,257
1041,257,12866.6667,86116.6667,1004
1042,1004,12850.0,86116.6667,382
1043,382,12851.1111,86099.4444,381
1044,381,12850.0,86100.0,514
1045,514,12816.6667,86116.6667,3381
1046,3381,12800.0,86100.0,1923
1047,1923,12766.6667,86100.0,3162
1048,3162,12794.7222,86079.1667,3469
1049,3469,12825.5556,86053.0556,3467
1050,3467,12805.8333,86034.7222,3464
1051,3464,12775.8333,86030.5556,3047
1052,3047,12766.6667,86033.3333,3051
1053,3051,12766.6667,86033.3333,2813
1054,2813,12783.3333,86016.6667,3202
1055,3202,12783.3333,86016.6667,3463
1056,3463,12772.5,86009.1667,3190
1057,3190,12783.3333,86000.0,3154
1058,3154,12783.3333,86000.0,3465
1059,3465,12801.1111,86008.3333,3466
1060,3466,12823.0556,86020.0,2244
1061,2244,12833.3333,86033.3333,558
1062,558,12866.6667,86016.6667,2153
1063,2153,12866.6667,85983.3333,2154
1064,2154,12866.6667,85983.3333,3282
1065,3282,12850.0,85966.6667,2831
1066,2831,12850.0,85966.6667,3283
1067,3283,12850.0,85966.6667,2841
1068,2841,12833.3333,85950.0,2796
1069,2796,12816.6667,85983.3333,2578
1070,2578,12800.0,85966.6667,2474
1071,2474,12783.3333,85966.6667,3386
1072,3386,12783.3333,85950.0,1844
1073,1844,12783.3333,85950.0,1213
1074,1213,12783.3333,85950.0,1177
1075,1177,12783.3333,85950.0,1140
1076,1140,12783.3333,85950.0,1406
1077,1406,12800.0,85916.6667,1403
1078,1403,12800.0,85916.6667,1401
1079,1401,12800.0,85916.6667,2726
1080,2726,12783.3333,85900.0,2359
1081,2359,12800.0,85883.3333,341
1082,341,12816.6667,85850.0,2629
1083,2629,12816.6667,85850.0,1156
1084,1156,12833.3333,85883.3333,1157
1085,1157,12833.3333,85883.3333,947
1086,947,12866.6667,85866.6667,949
1087,949,12866.6667,85866.6667,464
1088,464,12883.3333,85883.3333,510
1089,510,12866.6667,85900.0,1905
1090,1905,12850.0,85900.0,1969
1091,1969,12833.3333,85916.6667,2574
1092,2574,12850.0,85933.3333,2152
1093,2152,12866.6667,85933.3333,2438
1094,2438,12900.0,85916.6667,1408
1095,1408,12916.6667,85916.6667,1661
1096,1661,12916.6667,85950.0,68
1097,68,12916.6667,85966.6667,60
1098,60,12916.6667,85966.6667,59
1099,59,12916.6667,85966.6667,1580
1100,1580,12900.0,85966.6667,25
1101,25,12900.0,85983.3333,291
1102,291,12933.3333,85983.3333,2500
1103,2500,12916.6667,86016.6667,1049
1104,1049,12912.7778,86025.8333,1044
1105,1044,12912.7778,86025.8333,2117
1106,2117,12916.6667,86033.3333,3468
1107,3468,12902.5,86059.1667,1537
1108,1537,12884.7222,86055.2778,3049
1109,3049,12885.5556,86081.9444,3046
1110,3046,12885.5556,86081.9444,3391
1111,3391,12916.6667,86066.6667,3471
1112,3471,12935.8333,86073.3333,770
1113,770,12950.0,86050.0,3470
1114,3470,12942.5,86014.7222,2575
1115,2575,12966.6667,86000.0,3473
1116,3473,12971.6667,86002.5,3474
1117,3474,12993.0556,86001.9444,1402
1118,1402,13000.0,86016.6667,1405
1119,1405,13000.0,86016.6667,1288
1120,1288,12992.7778,86030.2778,2582
1121,2582,12992.7778,86030.2778,3472
1122,3472,12979.4444,86029.4444,2004
1123,2004,12970.2778,86045.5556,2959
1124,2959,12970.2778,86045.5556,2513
1125,2513,12966.6667,86066.6667,1337
1126,1337,12983.3333,86083.3333,3475
1127,3475,13000.0,86070.5556,2163
1128,2163,13016.6667,86066.6667,1973
1129,1973,13016.6667,86083.3333,1540
1130,1540,13033.3333,86083.3333,31
1131,31,13050.0,86050.0,1530
1132,1530,13050.0,86033.3333,1379
1133,1379,13083.3333,86033.3333,1711
1134,1711,13083.3333,86033.3333,2605
1135,2605,13116.6667,86016.6667,2564
1136,2564,13133.3333,85983.3333,2170
1137,2170,13100.0,86000.0,153
1138,153,13066.6667,86000.0,254
1139,254,13066.6667,86000.0,292
1140,292,13066.6667,86000.0,2229
1141,2229,13033.3333,86000.0,2640
1142,2640,13033.3333,86000.0,236
1143,236,13016.6667,85983.3333,316
1144,316,13016.6667,85983.3333,2421
1145,2421,13016.6667,85983.3333,3392
1146,3392,13000.0,85966.6667,1155
1147,1155,12966.6667,85950.0,1577
1148,1577,12950.0,85933.3333,1573
1149,1573,12950.0,85933.3333,1355
1150,1355,12966.6667,85916.6667,1356
1151,1356,12966.6667,85916.6667,1178
1152,1178,13000.0,85933.3333,596
1153,596,13000.0,85933.3333,2852
1154,2852,13016.6667,85916.6667,1877
1155,1877,13066.6667,85900.0,1102
1156,1102,13066.6667,85916.6667,1954
1157,1954,13066.6667,85916.6667,2313
1158,2313,13066.6667,85916.6667,2314
1159,2314,13066.6667,85916.6667,1801
1160,1801,13100.0,85916.6667,2044
1161,2044,13100.0,85916.6667,3186
1162,3186,13100.0,85916.6667,180
1163,180,13133.3333,85933.3333,2896
1164,2896,13133.3333,85933.3333,999
1165,999,13166.6667,85950.0,150
1166,150,13166.6667,85950.0,1086
1167,1086,13183.3333,85916.6667,2908
1168,2908,13183.3333,85916.6667,2909
1169,2909,13183.3333,85916.6667,639
1170,639,13183.3333,85916.6667,865
1171,865,13200.0,85916.6667,487
1172,487,13166.6667,85850.0,480
1173,480,13166.6667,85850.0,2494
1174,2494,13116.6667,85816.6667,1789
1175,1789,13150.0,85750.0,3139
1176,3139,13166.6667,85716.6667,3144
1177,3144,13166.6667,85716.6667,916
1178,916,13250.0,85833.3333,912
1179,912,13266.6667,85833.3333,1623
1180,1623,13300.0,85850.0,94
1181,94,13300.0,85850.0,2342
1182,2342,13233.3333,85883.3333,1975
1183,1975,13233.3333,85883.3333,3359
1184,3359,13250.0,85900.0,239
1185,239,13233.3333,85933.3333,2982
1186,2982,13233.3333,85933.3333,240
1187,240,13233.3333,85933.3333,1426
1188,1426,13233.3333,85966.6667,149
1189,149,13233.3333,85966.6667,532
1190,532,13266.6667,86050.0,1748
1191,1748,13300.0,86083.3333,1568
1192,1568,13333.3333,86050.0,485
1193,485,13333.3333,86050.0,1657
1194,1657,13366.6667,86083.3333,128
1195,128,13366.6667,86083.3333,1550
1196,1550,13333.3333,86116.6667,2947
1197,2947,13316.6667,86150.0,2716
1198,2716,13316.6667,86150.0,28
1199,28,13300.0,86183.3333,599
1200,599,13300.0,86183.3333,1048
1201,1048,13283.3333,86216.6667,1047
1202,1047,13283.3333,86216.6667,1042
1203,1042,13283.3333,86216.6667,2267
1204,2267,13300.0,86266.6667,158
1205,158,13300.0,86266.6667,211
1206,211,13316.6667,86250.0,2392
1207,2392,13316.6667,86250.0,3010
1208,3010,13350.0,86266.6667,2165
1209,2165,13350.0,86266.6667,2157
1210,2157,13350.0,86266.6667,169
1211,169,13350.0,86266.6667,2311
1212,2311,13366.6667,86200.0,2672
1213,2672,13366.6667,86200.0,1455
1214,1455,13416.6667,86116.6667,2264
1215,2264,13416.6667,86116.6667,2286
1216,2286,13416.6667,86116.6667,2287
1217,2287,13416.6667,86116.6667,1820
1218,1820,13416.6667,86050.0,1671
1219,1671,13433.3333,85933.3333,556
1220,556,13450.0,85916.6667,1630
1221,1630,13483.3333,85916.6667,1629
1222,1629,13483.3333,85916.6667,3281
1223,3281,13483.3333,85916.6667,1429
1224,1429,13516.6667,85950.0,2285
1225,2285,13516.6667,85950.0,3297
1226,3297,13533.3333,85916.6667,907
1227,907,13533.3333,85916.6667,2363
1228,2363,13550.0,85783.3333,2132
1229,2132,13550.0,85783.3333,2266
1230,2266,13616.6667,85833.3333,2262
1231,2262,13616.6667,85833.3333,47
1232,47,13616.6667,85833.3333,1904
1233,1904,13616.6667,85950.0,1035
1234,1035,13566.6667,86033.3333,3228
1235,3228,13533.3333,86066.6667,1784
1236,1784,13600.0,86083.3333,5
1237,5,13616.6667,86050.0,4
1238,4,13616.6667,86050.0,2
1239,2,13616.6667,86050.0,2361
1240,2361,13616.6667,86050.0,1615
1241,1615,13616.6667,86050.0,585
1242,585,13650.0,86033.3333,2175
1243,2175,13650.0,86083.3333,1788
1244,1788,13666.6667,86116.6667,2974
1245,2974,13666.6667,86116.6667,943
1246,943,13700.0,86100.0,974
1247,974,13733.3333,86116.6667,973
1248,973,13733.3333,86116.6667,146
1249,146,13733.3333,86116.6667,145
1250,145,13733.3333,86116.6667,3023
1251,3023,13716.6667,86133.3333,2627
1252,2627,13716.6667,86133.3333,2173
1253,2173,13716.6667,86133.3333,975
1254,975,13700.0,86150.0,137
1255,137,13700.0,86150.0,342
1256,342,13666.6667,86166.6667,343
1257,343,13666.6667,86166.6667,1920
1258,1920,13650.0,86183.3333,2183
1259,2183,13650.0,86183.3333,2150
1260,2150,13650.0,86183.3333,2209
1261,2209,13650.0,86150.0,89
1262,89,13633.3333,86133.3333,1656
1263,1656,13633.3333,86133.3333,2839
1264,2839,13566.6667,86166.6667,3332
1265,3332,13566.6667,86166.6667,728
1266,728,13550.0,86166.6667,729
1267,729,13550.0,86166.6667,733
1268,733,13550.0,86166.6667,741
1269,741,13550.0,86166.6667,1038
1270,1038,13483.3333,86200.0,937
1271,937,13450.0,86283.3333,144
1272,144,13450.0,86283.3333,1839
1273,1839,13450.0,86333.3333,1128
1274,1128,13450.0,86333.3333,156
1275,156,13450.0,86333.3333,1590
1276,1590,13516.6667,86333.3333,2609
1277,2609,13516.6667,86333.3333,763
1278,763,13566.6667,86350.0,3400
1279,3400,13566.6667,86350.0,288
1280,288,13533.3333,86283.3333,553
1281,553,13566.6667,86233.3333,408
1282,408,13566.6667,86233.3333,2792
1283,2792,13583.3333,86233.3333,3143
1284,3143,13583.3333,86233.3333,140
1285,140,13583.3333,86283.3333,845
1286,845,13583.3333,86283.3333,3027
1287,3027,13633.3333,86316.6667,3370
1288,3370,13683.3333,86316.6667,2850
1289,2850,13683.3333,86316.6667,859
1290,859,13683.3333,86316.6667,566
1291,566,13700.0,86250.0,3393
1292,3393,13683.3333,86233.3333,578
1293,578,13816.6667,86200.0,168
1294,168,13833.3333,86200.0,1589
1295,1589,13833.3333,86200.0,1054
1296,1054,13816.6667,86183.3333,1477
1297,1477,13816.6667,86183.3333,1055
1298,1055,13816.6667,86183.3333,1658
1299,1658,13833.3333,86133.3333,555
1300,555,13833.3333,86133.3333,303
1301,303,13883.3333,86133.3333,2184
1302,2184,13916.6667,86133.3333,3034
1303,3034,13950.0,86116.6667,230
1304,230,14066.6667,86083.3333,228
1305,228,14066.6667,86083.3333,229
1306,229,14066.6667,86083.3333,279
1307,279,14050.0,86066.6667,280
1308,280,14050.0,86066.6667,370
1309,370,13866.6667,86016.6667,2445
1310,2445,13866.6667,86016.6667,1522
1311,1522,13833.3333,86050.0,2356
1312,2356,13833.3333,86050.0,731
1313,731,13766.6667,86016.6667,740
1314,740,13766.6667,86016.6667,1312
1315,1312,13766.6667,86016.6667,2970
1316,2970,13800.0,85866.6667,181
1317,181,13800.0,85866.6667,76
1318,76,13866.6667,85733.3333,2607
1319,2607,13700.0,85683.3333,762
1320,762,13533.3333,85533.3333,1185
1321,1185,13366.6667,85683.3333,1183
1322,1183,13366.6667,85683.3333,2822
1323,2822,13266.6667,85516.6667,544
1324,544,13266.6667,85516.6667,67
1325,67,13233.3333,85383.3333,104
1326,104,13200.0,85250.0,1767
1327,1767,13250.0,85250.0,2187
1328,2187,13416.6667,85266.6667,2911
1329,2911,13433.3333,85250.0,3069
1330,3069,13433.3333,85250.0,1060
1331,1060,13516.6667,85250.0,3344
1332,3344,13783.3333,85400.0,3347
1333,3347,13783.3333,85400.0,3374
1334,3374,13783.3333,85400.0,2263
1335,2263,14066.6667,85300.0,50
1336,50,14066.6667,85300.0,37
1337,37,14066.6667,85300.0,1897
1338,1897,14133.3333,85450.0,30
1339,30,14133.3333,85466.6667,1127
1340,1127,14150.0,85433.3333,340
1341,340,14183.3333,85400.0,3348
1342,3348,14200.0,85383.3333,1254
1343,1254,14166.6667,85266.6667,3369
1344,3369,14200.0,85183.3333,3417
1345,3417,14250.0,85116.6667,462
1346,462,14283.3333,85183.3333,2128
1347,2128,14283.3333,85216.6667,3356
1348,3356,14283.3333,85250.0,1201
1349,1201,14283.3333,85250.0,1202
1350,1202,14300.0,85166.6667,1076
1351,1076,14316.6667,85166.6667,3258
1352,3258,14316.6667,85166.6667,2095
1353,2095,14350.0,85183.3333,55
1354,55,14366.6667,85200.0,1316
1355,1316,14366.6667,85216.6667,190
1356,190,14383.3333,85200.0,2197
1357,2197,14466.6667,85183.3333,1315
1358,1315,14466.6667,85166.6667,84
1359,84,14533.3333,85083.3333,3376
1360,3376,14500.0,85000.0,54
1361,54,14566.6667,85000.0,1028
1362,1028,14583.3333,85033.3333,372
1363,372,14733.3333,85000.0,373
1364,373,14733.3333,85000.0,374
1365,374,14733.3333,85000.0,3396
1366,3396,14766.6667,84933.3333,3135
1367,3135,14800.0,84783.3333,512
1368,512,14766.6667,84766.6667,3365
1369,3365,14733.3333,84750.0,3368
1370,3368,14733.3333,84750.0,3366
1371,3366,14733.3333,84750.0,2115
1372,2115,14700.0,84750.0,2114
1373,2114,14700.0,84750.0,444
1374,444,14700.0,84733.3333,3011
1375,3011,14600.0,84750.0,3012
1376,3012,14600.0,84750.0,193
1377,193,14650.0,84700.0,192
1378,192,14650.0,84700.0,3416
1379,3416,14666.6667,84700.0,893
1380,893,14666.6667,84700.0,892
1381,892,14666.6667,84700.0,388
1382,388,14683.3333,84683.3333,2330
1383,2330,14666.6667,84650.0,868
1384,868,14666.6667,84650.0,826
1385,826,14633.3333,84650.0,602
1386,602,14633.3333,84650.0,2131
1387,2131,14650.0,84600.0,2127
1388,2127,14650.0,84600.0,210
1389,210,14650.0,84566.6667,2134
1390,2134,14650.0,84550.0,1150
1391,1150,14633.3333,84550.0,1286
1392,1286,14633.3333,84533.3333,348
1393,348,14616.6667,84500.0,1121
1394,1121,14616.6667,84466.6667,46
1395,46,14616.6667,84466.6667,1210
1396,1210,14666.6667,84400.0,1974
1397,1974,14666.6667,84400.0,2739
1398,2739,14600.0,84433.3333,3016
1399,3016,14600.0,84433.3333,2120
1400,2120,14566.6667,84433.3333,2121
1401,2121,14566.6667,84433.3333,1311
1402,1311,14433.3333,84483.3333,3256
1403,3256,14016.6667,84583.3333,3257
1404,3257,14016.6667,84583.3333,3438
1405,3438,13966.6667,84516.6667,2315
1406,2315,13966.6667,84416.6667,989
1407,989,13883.3333,84400.0,1816
1408,1816,13883.3333,84400.0,376
1409,376,13866.6667,84516.6667,2968
1410,2968,13883.3333,84566.6667,2005
1411,2005,13883.3333,84566.6667,2701
1412,2701,13850.0,84566.6667,2451
1413,2451,13850.0,84600.0,2700
1414,2700,13833.3333,84633.3333,2823
1415,2823,13966.6667,84683.3333,63
1416,63,13800.0,84883.3333,62
1417,62,13800.0,84883.3333,2793
1418,2793,13716.6667,84933.3333,2900
1419,2900,13683.3333,84950.0,2901
1420,2901,13683.3333,84950.0,3422
1421,3422,13650.0,84950.0,1817
1422,1817,13650.0,85016.6667,2059
1423,2059,13566.6667,84933.3333,1640
1424,1640,13516.6667,84900.0,1584
1425,1584,13383.3333,84966.6667,157
1426,157,13400.0,84900.0,2104
1427,2104,13400.0,84900.0,2105
1428,2105,13466.6667,84783.3333,2926
1429,2926,13466.6667,84783.3333,2103
1430,2103,13466.6667,84783.3333,335
1431,335,13583.3333,84783.3333,1806
1432,1806,13616.6667,84800.0,184
1433,184,13650.0,84833.3333,2224
1434,2224,13650.0,84833.3333,3401
1435,3401,13650.0,84833.3333,88
1436,88,13650.0,84833.3333,66
1437,66,13666.6667,84866.6667,38
1438,38,13700.0,84850.0,39
1439,39,13700.0,84850.0,2218
1440,2218,13700.0,84850.0,73
1441,73,13700.0,84850.0,75
1442,75,13700.0,84850.0,1902
1443,1902,13733.3333,84783.3333,1903
1444,1903,13733.3333,84783.3333,1907
1445,1907,13733.3333,84783.3333,1371
1446,1371,13733.3333,84783.3333,346
1447,346,13733.3333,84766.6667,360
1448,360,13733.3333,84766.6667,1448
1449,1448,13683.3333,84616.6667,2965
1450,2965,13683.3333,84566.6667,3337
1451,3337,13700.0,84550.0,2694
1452,2694,13666.6667,84450.0,1223
1453,1223,13600.0,84350.0,915
1454,915,13316.6667,84450.0,2188
1455,2188,13316.6667,84433.3333,205
1456,205,13316.6667,84433.3333,2505
1457,2505,13333.3333,84366.6667,2877
1458,2877,13416.6667,84250.0,308
1459,308,13416.6667,84250.0,305
1460,305,13416.6667,84250.0,2222
1461,2222,13450.0,84266.6667,2220
